country,key,value,date
ec,edm,106752,01/01/17
ec,edm,106538,01/08/17
ec,edm,103456,01/15/17
ec,edm,105277,01/22/17
ec,edm,101437,01/29/17
ec,edm,101521,02/05/17
ec,edm,95219,02/12/17
ec,edm,90035,02/19/17
ec,edm,89019,02/26/17
ec,edm,89832,03/05/17
ec,edm,87657,03/12/17
ec,edm,86204,03/19/17
ec,edm,83770,03/26/17
ec,edm,79248,04/02/17
ec,edm,72017,04/09/17
ec,edm,73169,04/16/17
ec,edm,74794,04/23/17
ec,edm,71834,04/30/17
ec,edm,74611,05/07/17
ec,edm,68122,05/14/17
ec,edm,66586,05/21/17
ec,edm,38777,05/28/17
ec,edm,62225,06/04/17
ec,edm,61961,06/11/17
ec,edm,55323,06/18/17
ec,edm,54115,06/25/17
ec,edm,46438,07/02/17
ec,edm,47303,07/09/17
ec,edm,43062,07/16/17
ec,edm,44453,07/23/17
ec,edm,39132,07/30/17
ec,edm,46271,08/06/17
ec,edm,78838,08/13/17
ec,edm,77059,08/20/17
ec,edm,75231,08/27/17
ec,edm,75075,09/03/17
ec,edm,76848,09/10/17
ec,edm,73247,09/17/17
ec,edm,63014,09/24/17
ec,edm,48791,10/01/17
ec,edm,42016,10/08/17
ec,edm,39927,10/15/17
ec,edm,39282,10/22/17
ec,edm,36571,10/29/17
ec,edm,32934,11/05/17
ec,edm,22226,11/12/17
ec,edm,18261,11/19/17
ec,edm,20102,11/26/17
ec,edm,15626,12/03/17
ec,edm,15331,12/10/17
ec,edm,17681,12/17/17
ec,edm,14763,12/24/17
ec,edm,16351,12/31/17
ec,edm,6371,01/07/18
ec,reggae,7,01/01/17
ec,reggae,0,01/08/17
ec,reggae,0,01/15/17
ec,reggae,0,01/22/17
ec,reggae,0,01/29/17
ec,reggae,0,02/05/17
ec,reggae,0,02/12/17
ec,reggae,0,02/19/17
ec,reggae,0,02/26/17
ec,reggae,0,03/05/17
ec,reggae,0,03/12/17
ec,reggae,0,03/19/17
ec,reggae,0,03/26/17
ec,reggae,0,04/02/17
ec,reggae,0,04/09/17
ec,reggae,0,04/16/17
ec,reggae,0,04/23/17
ec,reggae,0,04/30/17
ec,reggae,0,05/07/17
ec,reggae,0,05/14/17
ec,reggae,0,05/21/17
ec,reggae,0,05/28/17
ec,reggae,0,06/04/17
ec,reggae,0,06/11/17
ec,reggae,0,06/18/17
ec,reggae,0,06/25/17
ec,reggae,0,07/02/17
ec,reggae,0,07/09/17
ec,reggae,0,07/16/17
ec,reggae,0,07/23/17
ec,reggae,0,07/30/17
ec,reggae,0,08/06/17
ec,reggae,0,08/13/17
ec,reggae,0,08/20/17
ec,reggae,0,08/27/17
ec,reggae,0,09/03/17
ec,reggae,0,09/10/17
ec,reggae,0,09/17/17
ec,reggae,0,09/24/17
ec,reggae,0,10/01/17
ec,reggae,0,10/08/17
ec,reggae,0,10/15/17
ec,reggae,0,10/22/17
ec,reggae,0,10/29/17
ec,reggae,0,11/05/17
ec,reggae,0,11/12/17
ec,reggae,0,11/19/17
ec,reggae,0,11/26/17
ec,reggae,0,12/03/17
ec,reggae,0,12/10/17
ec,reggae,0,12/17/17
ec,reggae,0,12/24/17
ec,reggae,0,12/31/17
ec,reggae,0,01/07/18
ec,others,940820,01/01/17
ec,others,996548,01/08/17
ec,others,977917,01/15/17
ec,others,1009101,01/22/17
ec,others,979303,01/29/17
ec,others,980407,02/05/17
ec,others,1037667,02/12/17
ec,others,982826,02/19/17
ec,others,870035,02/26/17
ec,others,873798,03/05/17
ec,others,886007,03/12/17
ec,others,876628,03/19/17
ec,others,885217,03/26/17
ec,others,876668,04/02/17
ec,others,872001,04/09/17
ec,others,914335,04/16/17
ec,others,1050852,04/23/17
ec,others,1486555,04/30/17
ec,others,1537008,05/07/17
ec,others,1568117,05/14/17
ec,others,1542761,05/21/17
ec,others,803265,05/28/17
ec,others,1212382,06/04/17
ec,others,1223623,06/11/17
ec,others,1181860,06/18/17
ec,others,1159675,06/25/17
ec,others,1195527,07/02/17
ec,others,1205587,07/09/17
ec,others,1169767,07/16/17
ec,others,1104138,07/23/17
ec,others,1126235,07/30/17
ec,others,1196899,08/06/17
ec,others,1315880,08/13/17
ec,others,1349694,08/20/17
ec,others,1384339,08/27/17
ec,others,1391845,09/03/17
ec,others,1354621,09/10/17
ec,others,1280853,09/17/17
ec,others,1232896,09/24/17
ec,others,1199259,10/01/17
ec,others,1216383,10/08/17
ec,others,1260209,10/15/17
ec,others,1290041,10/22/17
ec,others,1265439,10/29/17
ec,others,1279201,11/05/17
ec,others,1084454,11/12/17
ec,others,1064282,11/19/17
ec,others,1033419,11/26/17
ec,others,955044,12/03/17
ec,others,946656,12/10/17
ec,others,943357,12/17/17
ec,others,964167,12/24/17
ec,others,953177,12/31/17
ec,others,404607,01/07/18
fr,latin,406055,01/01/17
fr,latin,406735,01/08/17
fr,latin,453690,01/15/17
fr,latin,592337,01/22/17
fr,latin,711998,01/29/17
fr,latin,754038,02/05/17
fr,latin,771726,02/12/17
fr,latin,788209,02/19/17
fr,latin,721477,02/26/17
fr,latin,731806,03/05/17
fr,latin,1038681,03/12/17
fr,latin,942886,03/19/17
fr,latin,1085860,03/26/17
fr,latin,1159402,04/02/17
fr,latin,1196661,04/09/17
fr,latin,1315532,04/16/17
fr,latin,1793115,04/23/17
fr,latin,1655767,04/30/17
fr,latin,1638841,05/07/17
fr,latin,1751609,05/14/17
fr,latin,1914979,05/21/17
fr,latin,1114125,05/28/17
fr,latin,2366877,06/04/17
fr,latin,2656224,06/11/17
fr,latin,2709679,06/18/17
fr,latin,2520426,06/25/17
fr,latin,2658955,07/02/17
fr,latin,2975978,07/09/17
fr,latin,3019287,07/16/17
fr,latin,3116543,07/23/17
fr,latin,3166774,07/30/17
fr,latin,2907200,08/06/17
fr,latin,2715985,08/13/17
fr,latin,2617144,08/20/17
fr,latin,2326763,08/27/17
fr,latin,1917022,09/03/17
fr,latin,1558694,09/10/17
fr,latin,1418310,09/17/17
fr,latin,1274360,09/24/17
fr,latin,1040590,10/01/17
fr,latin,995066,10/08/17
fr,latin,951093,10/15/17
fr,latin,793851,10/22/17
fr,latin,677818,10/29/17
fr,latin,425915,11/05/17
fr,latin,451832,11/12/17
fr,latin,714541,11/19/17
fr,latin,630864,11/26/17
fr,latin,547054,12/03/17
fr,latin,646635,12/10/17
fr,latin,745566,12/17/17
fr,latin,987215,12/24/17
fr,latin,1821022,12/31/17
fr,latin,417533,01/07/18
fr,pop,22185400,01/01/17
fr,pop,23589709,01/08/17
fr,pop,23527691,01/15/17
fr,pop,24258379,01/22/17
fr,pop,26441086,01/29/17
fr,pop,27296568,02/05/17
fr,pop,28320519,02/12/17
fr,pop,27589548,02/19/17
fr,pop,28390560,02/26/17
fr,pop,30619470,03/05/17
fr,pop,28873131,03/12/17
fr,pop,26988855,03/19/17
fr,pop,30917424,03/26/17
fr,pop,33390292,04/02/17
fr,pop,30399865,04/09/17
fr,pop,26891730,04/16/17
fr,pop,24602858,04/23/17
fr,pop,22829882,04/30/17
fr,pop,23556961,05/07/17
fr,pop,20982966,05/14/17
fr,pop,20381952,05/21/17
fr,pop,11125302,05/28/17
