id,artist_id,artist_name,genres,energy,instrumentalness,liveness,loudness,speechiness,valence,danceability,acousticness,tempo
7Is3Em61eq1jvUIEF7mB4r,5wVZvTmFDwXj7ZOc4AQZ7H,Leevi and the leavings,/finnish pop/iskelma/suomi rock/,0.741,0.0000298,0.183,-9.656,0.0323,0.939,0.588,0.238,122.326
3ZMv9EzGoteNi5Qnx0KpEO,undefined,undefined,undefined,0.259,0.00000311,0.135,-14.061,0.0481,0.108,0.591,0.837,76.396
3jdb21xlJhPnia5B0OcnWk,7crp1tZcefnjT5RuL6WZQ0,Slow J,/hip hop tuga/,0.553,0.000492,0.142,-11.455,0.186,0.697,0.716,0.117,126.034
3jR3jT0We358OEsq8PrhAG,7KFOc3T4Xo8DVZt4PWw2qN,Gazzelle,/italian alternative/italian arena pop/,0.486,0.00000936,0.168,-8.532,0.135,0.331,0.747,0.743,149.992
3Fe0fahTqOILtmPOtcNam0,0JTMRuiDzOCjWuYtWMgv2s,Haloo Helsinki!,/finnish dance pop/finnish pop/iskelma/suomi rock/,0.624,0.0653,0.325,-6.901,0.0262,0.308,0.618,0.00753,128.022
2nW54dqr6liCGstp71S4pB,undefined,undefined,undefined,0.676,0,0.173,-5.749,0.0644,0.346,0.51,0.0162,81.796
2q7LAKthEZAB79cTBpWaKS,undefined,undefined,undefined,0.358,0.0655,0.161,-14.158,0.355,0.433,0.772,0.478,82.961
24JJVSTsuITy33xTWLvagK,undefined,undefined,undefined,0.496,0,0.127,-7.862,0.0312,0.264,0.319,0.173,96.044
0Arho21onY1yo49so5Cam3,4KXp3xtaz1wWXnu5u34eVX,kent,/swedish alternative rock/swedish folk pop/swedish indie rock/swedish pop/,0.896,0.00733,0.315,-5.691,0.0667,0.251,0.451,0.000238,132.097
0f2IdnRd7DfEy1rAvlNYek,3bnBRciC7Gz8urBu9gEQAw,Katncandix2,/mandopop/,0.376,0.0000201,0.129,-8.858,0.0309,0.369,0.51,0.832,145.894
6urLjX35oXXRYtcH1b3dCh,6extd4B6hl8VTmnlhpl2bY,Huncho Jack,/pop/pop rap/rap/southern hip hop/trap music/vapor trap/,0.529,0,0.089,-4.421,0.0495,0.247,0.767,0.0595,138.076
4rn59s24C8nLCGdd4CPAlV,0rHtbK2pK4r67coo9EsT7D,Asa,/finnish hip hop/,0.6,0.000863,0.141,-7.081,0.132,0.296,0.691,0.547,80.013
3p9RXj1G25QsIrdaWxXqdV,1BZg1ebq8ftAkalzJoGq7u,Maggie Chiang,/classic mandopop/mandopop/,0.303,0,0.094,-10.054,0.0275,0.252,0.397,0.756,172.467
7MHN1aCFtLXjownGhvEQlF,0tmwSHipWxN12fsoLcFU3B,Manuel Turizo,/colombian pop/latin/pop/reggaeton/tropical/,0.477,0,0.349,-7.348,0.0434,0.86,0.788,0.549,94.983
5XXJnC5TvcL2QsAZ3Nxgku,4U80LJd8sG6U9YTFP5izka,Suzy,/k-pop/korean pop/,0.383,0,0.099,-5.055,0.0269,0.15,0.451,0.735,148.134
592gTWUOlimzbiEti0cL6w,757epCpvbpqyBoMMzbIC3g,JC,/mandopop/,0.401,0,0.13,-8.168,0.0357,0.292,0.512,0.774,141.991
5HbSmiX5WwNelvPu7I8wXB,undefined,undefined,undefined,0.575,0.00131,0.0766,-6.357,0.03,0.949,0.677,0.822,105.864
6wBmqFpkh3ZEZOiE8At6u2,5jIMSlGidlmS3NmLKio9Wa,Fismoll,/polish indie/,0.234,0.68,0.12,-16.821,0.0342,0.388,0.62,0.887,126.034
05Yc6tJHgTIf1nqrJbnllK,4vhNDa5ycK0ST968ek7kRr,Carlos Vives,/champeta/colombian pop/latin/latin pop/pop/reggaeton/tropical/vallenato/,0.862,0.00000748,0.33,-5.455,0.0593,0.746,0.777,0.133,99.012
5fnEHEsfQCtyH78Dgiecxo,1eeWVOCazGzGQXOGhnDHTB,Trailerpark,/deep german hip hop/german hip hop/,0.672,0,0.35,-6.209,0.0895,0.392,0.682,0.0993,70.047
4wNATViXFXHOKsGgEehnBT,2WRStKp4ihGVUzlzWfv1Qt,The Undertones,/dance rock/mod revival/new wave/post-punk/protopunk/pub rock/punk/uk post-punk/,0.782,0,0.14,-6.745,0.0461,0.564,0.415,0.0011,135.029
4PXreLjLuwDDPqjKGsriIb,4P0JsOTEOJEAGLAGo3R1Yf,Fazura,/malaysian pop/,0.225,0.000374,0.188,-14.075,0.0308,0.147,0.502,0.864,133.786
6rwn79zLG5hkHk2ws5nktS,5NIQNYb3j3WtX4ZKnLNajy,Kinderliedjes,//,0.291,0,0.0859,-12.652,0.0407,0.667,0.76,0.715,111.994
4jkvADdK8ydxLg5yRhMPLu,6J7biCazzYhU3gM9j1wfid,Jamiroquai,/electronic/,0.545,0.00661,0.106,-7.603,0.0339,0.315,0.79,0.0518,121.073
5BaX2ryUtX8yJrykluvzwA,2mpkPK6gJdBZWzUTMTOF2J,David Fonseca,/portuguese rock/,0.553,0.000065,0.0641,-8.13,0.0365,0.535,0.674,0.0605,104.943
3kwqNLXvsjSrIXbVsRBj8q,2elBjNSdBE2Y3f0j1mjrql,Jay Chou,/c-pop/mandopop/,0.576,0.00011,0.278,-6.911,0.028,0.49,0.483,0.382,142.132
6ObpR8ek44tvWefQRcSo8K,0du5cEVh5yTK9QJze8zA0C,Bruno Mars,/dance pop/pop/post-teen pop/,0.705,0.00000238,0.105,-6.56,0.0399,0.865,0.662,0.0392,159.996
2otO94tZ2iksuJKWlMKeRA,6lrBGrd0TJMQxfzSdPAn3X,Shila Amzah,/malaysian pop/,0.501,0,0.124,-4.172,0.0329,0.229,0.354,0.667,177.191
2PwxnYVpgKIbES1nCpx9Ce,3WKrI3XoAOlmHlR9cl6M11,Sticky Rice,/taiwan indie/,0.823,0.00411,0.0488,-6.646,0.0373,0.821,0.761,0.012,133.01
06BBTViYFk4niNs8X2pzSF,undefined,undefined,undefined,0.754,0,0.0569,-5.438,0.459,0.517,0.457,0.263,180.1
3UVRi8xiuMb0MtFIbemaAn,54CMkgIraCOO9pSRfPKiKt,Antti Tuisku,/finnish dance pop/finnish pop/iskelma/suomi rock/,0.866,0,0.139,-3.86,0.0889,0.75,0.679,0.0984,127.966
1GdzlSDumnsvKfTYIKW3zV,762310PdDnwsDxAQxzQkfX,Depeche Mode,/dance rock/new romantic/new wave/permanent wave/synthpop/,0.743,0.000501,0.131,-8.048,0.0422,0.505,0.617,0.000127,95.009
3ALr8LGLAfHnZUR1HSqREh,721o1Z0J6jQupyzLt9RnEk,Yzomandias,/czech hip hop/,0.555,0,0.722,-8.593,0.285,0.397,0.798,0.196,139.988
7ClKYu6ngiXnz4M8zWQ1AW,5rG61ghWZ2R4TDvCO7d0jw,Z-Chen,/mandopop/,0.321,0,0.139,-9.941,0.0357,0.294,0.384,0.816,123.787
5lVZ2XlPz0By5dh4QXfLSw,undefined,undefined,undefined,0.477,0.798,0.0975,-9.381,0.029,0.141,0.412,0.0542,75.302
2mCF8L0brIs88eH6Kf2h9p,undefined,undefined,undefined,0.592,0,0.297,-6.951,0.0544,0.564,0.56,0.455,112.684
3C0XXgpDgN4UMqC5rATVyO,4WZGDpNwrC0vNQyl9QzF7d,Capital Bra,/german hip hop/,0.786,0,0.111,-6.257,0.901,0.574,0.509,0.227,184.047
2v7EYRJaqHg29z1jnx59yI,3pfQKkyELe3zxBQDgQP6Py,Tim Legend,//,0.6,0,0.0835,-6.235,0.331,0.281,0.822,0.196,142.923
6tpJs1r9gtNTlswEFapbzA,undefined,undefined,undefined,0.14,0,0.139,-12.432,0.0276,0.25,0.474,0.633,103.524
3tJmwP5PeFsl14K3frSgRy,5Hsv8dUHHOdnn72q4XIVz7,Leiva,/cantautor/latin arena pop/spanish pop/spanish rock/,0.773,0.000534,0.303,-5.898,0.0322,0.659,0.573,0.000302,121.985
5DiTHFfOcltcn9dpgiirzi,undefined,undefined,undefined,0.542,0,0.144,-7.37,0.374,0.554,0.788,0.617,86.489
2fuCquhmrzHpu5xcA1ci9x,1dfeR4HaWDbWqFHLkxsg1d,Queen,/glam rock/rock/,0.712,0,0.103,-7.815,0.0476,0.462,0.671,0.429,113.805
6r0pPCeTAZLQpAlSPsMfBT,undefined,undefined,undefined,0.655,0,0.402,-5.413,0.0284,0.354,0.574,0.177,139.993
2URkktg77zl1bNQVQAWgAp,undefined,undefined,undefined,0.861,0,0.057,-4.277,0.0327,0.411,0.661,0.0319,101.955
5bcnQ1PLWlOT43gXKqGSlt,7oCPozHYsiILeiQlma8EEj,Rouge,/baile pop/,0.841,0.00000127,0.0857,-4.639,0.0492,0.789,0.817,0.0611,120.096
5dwUbAB8YvBey0lP92gdMd,3whuHq0yGx60atvA2RCVRW,Olly Murs,/dance pop/neo mellow/pop/post-teen pop/talent show/tropical house/,0.71,0,0.0906,-3.939,0.0429,0.475,0.651,0.255,83.816
5GTLKy8iwPCNjh1KC2GepL,7eLcDZDYHXZCebtQmVFL25,Aitana,/spanish pop/,0.857,0.00000342,0.166,-4.635,0.125,0.665,0.801,0.044,116.061
1Y9vc6bGACMNe10URAE8Zw,64zdCzD7lOFBTIpQBSH8Uv,Odd Nordstoga,/classic norwegian pop/norwegian indie/norwegian pop/norwegian rock/,0.177,0,0.11,-12.563,0.0303,0.341,0.429,0.776,154.323
27PJaKVra31T24innFdzPE,4upiYMjsFfLRieGo8RVRzD,ORANGE RANGE,/anime/j-idol/j-poprock/j-rock/japanese r&b/,0.941,0.00000123,0.12,-4.262,0.0441,0.841,0.512,0.000188,144.932
3TcMyNevhQZ35yaA8jHSBq,06HL4z0CvFAxyc27GXpf02,Taylor Swift,/dance pop/pop/post-teen pop/,0.602,0.0000211,0.0696,-6.156,0.159,0.305,0.696,0.0679,82.989
3SdZWZ653w62Ah37iDo831,5DRdnyaEaD47Pfs7GWSy81,Bibi H.,//,0.474,0.00951,0.117,-9.804,0.032,0.4,0.682,0.231,146.057
20yDAohnjeOlLpnogPhnCO,6gto7HVNhu4ARE3P3g8Y5Y,Kollegah,/german hip hop/,0.693,0,0.49,-6.478,0.288,0.567,0.485,0.128,89.568
4pmfb7PCuXqqRsibtNJiVB,undefined,undefined,undefined,0.862,0.00791,0.399,-6.006,0.0664,0.507,0.485,0.000323,127.986
0yKK9to5WLMT35x8dRU1W5,undefined,undefined,undefined,0.532,0.0000192,0.115,-5.764,0.0275,0.256,0.344,0.198,174.76
59WN2psjkt1tyaxjspN8fp,2d0hyoQ5ynDBnkvAbJKORj,Rage Against The Machine,/alternative metal/alternative rock/funk metal/hard rock/modern rock/nu metal/post-grunge/rap metal/rock/,0.833,0,0.0327,-4.215,0.304,0.661,0.466,0.0266,88.785
6UqclzZbK98Jxo0rM8NPYc,3MRynBsyLGzv3IQ9Fip6hO,Ana Guerra,//,0.849,0,0.119,-6.553,0.0364,0.921,0.739,0.165,110.724
6wb3VZVcOgydgfaT1vHGBj,5drpTo0RsSYh6WslKcdLLz,Tony Chevy,//,0.47,0,0.0959,-12.415,0.0409,0.345,0.598,0.0955,128.043
10L5xZpmrp2zQVNQv0vYVU,1GJOHL8wD4gTozgaIKFiGt,Musikimia,/indonesian rock/,0.343,0.000246,0.112,-6.552,0.0282,0.201,0.553,0.711,123.812
0lAAlGCLbh5dSMCpZHS8hb,0CQgFG7XHyXRpSi24kl0cx,Alfred GarcÃ­a,//,0.815,0,0.0827,-5.943,0.0314,0.889,0.742,0.392,113.021
65qL9A4cDYQObcTSp7rIe6,3YqFSZLBUbSMeBM749iW7M,BACALL,//,0.856,0.00000124,0.116,-4.341,0.0348,0.368,0.738,0.0132,94.012
5PxFv9yJEg9dxvbZggykro,undefined,undefined,undefined,0.61,0.00000187,0.166,-7.352,0.0855,0.398,0.559,0.122,150.205
4ifloexWeXo6PWHYkVlluc,38Nm4oWjJBIVCkD8u5BHdw,Westminster Cathedral Choir,/cathedral choir/chamber choir/choral/monastic/,0.187,0.00022,0.0827,-22.658,0.0593,0.135,0.144,0.981,77.567
6HYB63gpR8YKOvygTpMVMR,69P1UFKEnZf2kt5F07Kp1a,æž—éš†ç’‡,//,0.238,0,0.106,-10.971,0.0313,0.238,0.523,0.827,130.07
709uTN6yYi0wvFuDz87PQL,undefined,undefined,undefined,0.819,0,0.17,-7.419,0.0377,0.886,0.7,0.358,128.974
4L7jMAP8UcIe309yQmkdcO,2h93pZq0e7k5yf4dywlkpM,Frank Ocean,/hip hop/indie r&b/neo soul/pop/rap/,0.605,0.00029,0.169,-4.91,0.222,0.489,0.914,0.0251,123.072
3glfyV9FhK872pJcAtOjeI,undefined,undefined,undefined,0.783,0,0.189,-4.553,0.0383,0.348,0.503,0.205,99.981
5vSOJk5XPGTJ4LhGViW0x1,undefined,undefined,undefined,0.923,0.00000788,0.109,-4.324,0.0512,0.858,0.579,0.00669,95.992
6xp5qQb1rG3DihRLtuMkky,undefined,undefined,undefined,0.828,0,0.164,-4.87,0.0543,0.596,0.592,0.0421,129.907
4PewjuQY4Ee0XE21LbxoH5,undefined,undefined,undefined,0.915,0.0316,0.0908,-2.43,0.0744,0.683,0.657,0.00108,119.997
3EWFtnU7KrMXpjdROqTh7N,056KMTw6IztdQjBmFfVyO3,Rkomi,/italian hip hop/,0.841,0,0.0996,-5.073,0.088,0.297,0.388,0.0493,106.861
4NPFl8f1OfOV1uV79aFFwy,1kwzW1IszUiq4Gs9BFesvW,Hornet La Frappe,/francoton/french hip hop/trap francais/,0.531,0,0.119,-7.679,0.0912,0.635,0.792,0.33,130.951
0cAuqPI1R8RlFsXXWWO039,7keGfmQR4X5w0two1xKZ7d,Kungs,/deep house/deep tropical house/pop/tropical house/,0.737,0.00661,0.0939,-4.868,0.0641,0.635,0.745,0.0549,119.982
476qF2YsjlF2pBNgbn0Q4E,1ADdpen72RPuafRcv0YRBf,Antonio Orozco,/spanish pop/,0.49,0,0.119,-6.788,0.0309,0.332,0.534,0.232,144.11
3QjkcFDVHOB4Z43esP5A8N,1mX1TWKpNxDSAH16LgDfiR,Jesse & Joy,/latin/latin arena pop/latin pop/mexican pop/pop/,0.948,0,0.388,-3.521,0.161,0.807,0.644,0.0782,99.938
4GroumsjzAcgCwJzTGY7px,0cmWgDlu9CwTgxPhf403hb,Bonobo,/downtempo/electronic/ninja/nu jazz/trip hop/,0.461,0.531,0.0865,-9.427,0.0341,0.107,0.54,0.236,89.995
3GSMdtJphymHEsR8K9jT5Q,4ClsVDy2g7RKSSlvq8cF6d,LeÃ³n Larregui,/latin alternative/latin rock/mexican rock/rock en espanol/,0.652,0.000283,0.0922,-6.433,0.0341,0.956,0.724,0.062,112.021
6Nzq7iIxg5w9ipnCd15sQt,7LXdYckhvHWU4ejXbkHa3N,Pepe Quintana,/latin/latin hip hop/reggaeton/reggaeton flow/trap latino/tropical/,0.499,0,0.109,-10.219,0.228,0.182,0.7,0.0655,129.949
1KuB5AZPLAeDuoawbfQ20L,undefined,undefined,undefined,0.832,0.00455,0.0776,-5.287,0.0752,0.529,0.66,0.00518,120.002
0mZriPjLPG9PExNzKQ3NVS,53XhwfbYqKCa1cC15pYq2q,Imagine Dragons,/modern rock/vegas indie/,0.831,0.00256,0.216,-6.182,0.0666,0.368,0.358,0.0842,77.977
5jXVIs0OGAv1p8Hy2dvOvB,7nJtdgCxkhZFvFMPTsHavb,Trijntje Oosterhuis,/dutch pop/dutch rock/,0.31,0.0000653,0.716,-9.121,0.249,0.631,0.65,0.94,89.973
64tADvWmaTyYv1qkYAaTiI,2HALYSe657tNJ1iKVXP2xA,Johnny Hallyday,/cabaret/chanson/francoton/french pop/ye ye/,0.448,0.00000553,0.19,-9.584,0.0296,0.186,0.463,0.236,115.683
0PDUDa38GO8lMxLCRc4lL1,5ZsFI1h6hIdQRw2ti0hz81,ZAYN,/dance pop/pop/post-teen pop/,0.7,0,0.0939,-4.275,0.0456,0.438,0.584,0.117,124.944
5Wn8az6GgZZP298sd42iew,0tjRA1so425eINxre0OtTf,Faye é£›,//,0.888,0.000462,0.721,-5.066,0.04,0.662,0.618,0.0511,123.973
1MUxJxub6ovS0rzTHRgyoF,4WnAHZz1pgl8hus8hidIRV,MHD,/francoton/french hip hop/trap francais/,0.876,0.0752,0.0596,-4.844,0.322,0.453,0.919,0.0804,125.113
1jeezFfn6ccRfWEUlDT7gO,1G2uUovCzQzQTxT5YM7zPN,Can GÃ¼ngÃ¶r,/deep turkish rock/turkish jazz/,0.415,0.0000162,0.223,-9.457,0.0401,0.478,0.611,0.569,102.958
09Ovjyfez6v3SiJMIbiMtc,4HtGA47iSGXLK5lIrvLN3Z,Mario Hart,/pop reggaeton/,0.566,0.00000229,0.698,-11.38,0.104,0.587,0.849,0.1,91.993
06eRaiwwnIrTW34UJs7QTb,undefined,undefined,undefined,0.979,0.00324,0.142,-2.346,0.158,0.749,0.467,0.0172,158.47
6sxTH1KkX0gdAVWLjleobR,49tQo2QULno7gxHutgccqF,LANY,/pop/,0.709,0.0477,0.303,-5.365,0.0788,0.554,0.557,0.101,116.102
2mN6HgN5Cm4slbh35jiDOa,undefined,undefined,undefined,0.976,0.0000129,0.382,-5.362,0.0519,0.493,0.633,0.00281,142.027
78caEl4OqEJtKkuF1q164K,3utZ2yeQk0Z3BCOBWP7Vlu,Cro,/german hip hop/german pop/,0.59,0,0.105,-8.2,0.149,0.614,0.663,0.12,142.195
0xsFgl1tcRmCTSBg03UrM6,1a4DIEh9pp70HzDHgyjioB,Latifah,/deep dutch hip hop/dutch hip hop/,0.542,0.00000316,0.0832,-7.372,0.262,0.362,0.51,0.105,69.998
0p4cVNj6WljqhfsZwQ1kLs,7BWNRZyZ9mhgp5t0m7Ny0n,Deejay Telio,/portuguese pop/,0.733,0.0145,0.206,-6.903,0.157,0.926,0.902,0.0575,128.025
5hHudNsfZXmdgefWxAX2LG,74XFHRwlV6OrjEM0A2NCMF,Paramore,/candy pop/emo/modern rock/pixie/pop emo/pop punk/,0.818,0.00000487,0.0219,-5.379,0.0334,0.916,0.695,0.00647,119.965
5Nzph7bpgv2GNh2DcVX29T,undefined,undefined,undefined,0.854,0,0.122,-4.167,0.0574,0.571,0.651,0.497,129.893
6ppoXyBjTp22DXbU9HcSNS,1Mxqyy3pSjf8kZZL4QVxS0,Frank Sinatra,/adult standards/christmas/easy listening/lounge/,0.2,0,0.331,-13.598,0.0299,0.283,0.314,0.86,104.029
08Dx3uIZwSJIzhkHbteMg9,58wXmynHaAWI5hwlPZP3qL,Booba,/belgian hip hop/french hip hop/trap francais/,0.861,0.00000178,0.0597,-3.471,0.209,0.677,0.752,0.405,121.003
55zR5hywSjz1PlMWK8rAjj,3DOs7Bsr9x4eJHqv6ViPvR,By2,/cantopop/mandopop/singaporean pop/,0.636,0,0.133,-5.441,0.0315,0.2,0.487,0.167,150.018
5iEQlrA8N81wC6HQFlx8rq,7yjRUA0Iz3VI4Kqa5oPJZK,Jd Pantoja,//,0.68,0.0000341,0.119,-7.296,0.046,0.889,0.776,0.113,93.003
6yy47KowRmtNobnEq3DKRi,1BZg1ebq8ftAkalzJoGq7u,Maggie Chiang,/classic mandopop/mandopop/,0.281,0.00271,0.0622,-11.061,0.038,0.369,0.519,0.815,122.697
2h7kcO4E0a0p1gZWmhdWkq,6rNu1h2bZtfgDuZC5FWGel,ChildsPlay,/deep dutch hip hop/dutch hip hop/,0.857,0.000148,0.34,-5.671,0.121,0.714,0.866,0.766,128.046
5Lnl6jucUZDxVD0YqSdzWl,2E6AK3UPEGCvjnzuygCh2h,Night Skinny,/italian alternative/italian hip hop/,0.82,0.0000407,0.627,-4.163,0.0674,0.475,0.807,0.0774,112.024
68y9Wxhai4e17Ywvnz76vY,0MInKJqZscEeNc5K3K0mkE,Simone & Simaria,/sertanejo universitario/,0.761,0,0.675,-1.789,0.083,0.69,0.646,0.562,134.152
3rCPonx0IgR5LvIuMfS1h2,3c96G4d2lUOxhomM2mby5S,Bushido,/deep german hip hop/german hip hop/,0.869,0,0.12,-6.122,0.327,0.816,0.673,0.185,90.912
2HbN29hXM6kVTano6sFwVm,1i9NxPRrKcoW34XTMnvzJy,Sylver,/bubble trance/bubblegum dance/eurodance/,0.831,0.00248,0.108,-3.997,0.0322,0.351,0.692,0.0347,121.97
1TDyj7ycmCkBlOJOnzcQIS,7sjttK1WcZeyLPn3IsQ62L,Noel Gallagher's High Flying Birds,/britpop/garage rock/indie rock/modern rock/rock/,0.923,0.795,0.408,-4.226,0.0433,0.529,0.508,0.149,133.02
7fVC5rR2j0flcMNSu7OaOg,4ieCG6ylz8VnMkGMkiWpbd,Jin Wenqi,//,0.284,0,0.0965,-10.801,0.0321,0.26,0.534,0.91,81.674
0aywfeIr0tmhLZJxzqOhzP,3W4lVkySjtIvd67UUg0F3i,Cabas,/colombian pop/colombian rock/cumbia/latin/latin pop/latin rock/pop reggaeton/vallenato/,0.857,0.00068,0.0688,-2.241,0.0442,0.821,0.77,0.141,120.009
7JXYCJdFCLB1vgcwUMNdnL,0s5tncvalQMMCJ4Mqg9ART,Intriguant,//,0.413,0.201,0.0985,-13.362,0.0827,0.0895,0.498,0.871,146.821
5CfFiZrV7IPYbM7IcP7CMs,5TRVLzyHn2sEJsu1fwbv5S,SÃ¸s Fenger,/classic danish pop/danish pop/danish pop rock/dansktop/deep danish pop/,0.756,0,0.156,-5.244,0.0348,0.648,0.552,0.231,135.938
5K90WsjML7Etdwzzke9Dme,3HXSUfI76zVZk71UMAeVfp,No Party For Cao Dong,/mandopop/taiwan indie/,0.557,0.0235,0.0982,-8.503,0.0365,0.214,0.719,0.0546,114.021
3zlhzRzq1qJ1kO4yaz6kNM,undefined,undefined,undefined,0.777,0,0.0899,-6.535,0.0518,0.647,0.637,0.014,129.997
5atzkSaRuwgXiPDRi9qyKz,4lAjitjrUJgjJgEVj2CwFc,SpongeBOZZ,/deep german hip hop/german hip hop/,0.903,0.0000606,0.119,-2.875,0.332,0.286,0.648,0.0927,159.906
54k4dBuQiAQgX0bIFlKlmT,2a0uxJgbvvIRI4GX8pYfcr,J Hus,/grime/,0.713,0,0.0883,-6.237,0.281,0.656,0.651,0.261,184.067
4e4DrJhzfRqIv2b7nwHE1c,0Rsu8bbOYUkrZQAd1c2KSr,è‡ªç„¶æ²,//,0.339,0.000493,0.0998,-8.605,0.0423,0.777,0.871,0.82,135.01
1NldMriIXmMdChqZtHCGbW,2QlwnS23KrBeshXFyK5U6M,LVNDSCAPE,/big room/deep house/deep tropical house/edm/house/progressive house/tropical house/,0.541,0.00000102,0.23,-5.909,0.032,0.447,0.68,0.341,97.005
2bxY1baYlyXNzmjOkFvqId,undefined,undefined,undefined,0.967,0.00000175,0.0808,-2.771,0.0664,0.895,0.68,0.0661,115.748
2GS2KrTRKQKeK4zYW4k9V2,3wyVrVrFCkukjdVIdirGVY,Lil Pump,/rap/,0.541,0.00000125,0.223,-7.584,0.149,0.305,0.868,0.0883,140.015
4MLgQl6BGMEmnlrT1k7CVM,4tJ6n38cpgqKuzjSX24BJA,Stavangerkameratene,/norwegian pop/,0.796,0,0.335,-5.436,0.0296,0.531,0.553,0.000745,129.96
5ESsblWoh8mBsYtvklWa3N,3CJKkU0XuElRT1z8rEtIYg,Luciano,/deep german hip hop/german hip hop/,0.672,0.0000032,0.103,-7.164,0.274,0.16,0.867,0.0288,139.121
1EK5Sm4E09P1lcdyKsygoV,5KQX0Ui06LVm6PApyicRFK,Rombai,/cumbia pop/reggaeton/,0.645,0,0.271,-5.156,0.148,0.909,0.549,0.0959,200.174
6rDTGZLPIv9KCUzqNilboV,undefined,undefined,undefined,0.416,0.000438,0.1,-10.327,0.0346,0.4,0.658,0.0769,99.068
59p4Q7tAPxewCpedNjAuU9,0fM3rWsshliRFUmJlBP6QZ,El Barrio,/flamenco/spanish pop/,0.745,0,0.238,-7.204,0.178,0.626,0.744,0.353,112.481
20js7QbHkIuzrgecUTPfl7,5IHqlcCbQkyhWl0KmIwgeq,Louisa,/post-teen pop/,0.684,0,0.235,-4.875,0.0349,0.408,0.549,0.0938,147.012
0VDZOfddJ9KVmKLGz7cChC,51ZbCFgOspWvhBjd1DUYEV,Candy Lo,/c-pop/cantopop/mandopop/,0.469,0,0.11,-5.083,0.03,0.382,0.527,0.772,167.983
3uB6rxXYjmMEhOVJT763S6,4YXycRbyyAE0wozTk7QMEq,Matoma,/dance pop/deep tropical house/edm/pop/tropical house/,0.865,0,0.064,-2.299,0.05,0.428,0.649,0.199,124.031
02F3DO2nYiTtKvZfdQHLIH,2iewjNvcxTxH8Pyi7S0KF3,Lisandro Meza,/cumbia/merengue/salsa/vallenato/,0.834,0.000996,0.134,-4.787,0.0433,0.965,0.756,0.0696,113.902
3dkipq5JPg6y5riVimXRjN,undefined,undefined,undefined,0.933,0,0.717,-3.593,0.292,0.58,0.622,0.0211,95.028
4fzyvSu73BhGvi96p2zwjL,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,/permanent wave/pop/,0.418,0.000679,0.0836,-9.146,0.0296,0.237,0.312,0.131,130.795
2XdgSB4TtzUHQYCMfSHbFI,7bXgB6jMjp9ATFy66eO08Z,Chris Brown,/dance pop/pop/pop rap/r&b/rap/,0.503,0.00000152,0.124,-5.646,0.209,0.0636,0.725,0.0144,153.047
5FycIAPGzlaNEPj9fVw65S,undefined,undefined,undefined,0.734,0,0.106,-6.359,0.174,0.69,0.832,0.294,120.093
0ZgzeIQOYklTUeggqndoFx,undefined,undefined,undefined,0.852,0.00000189,0.657,-4.961,0.03,0.802,0.668,0.313,108.025
04his9MTg93PGW7AZD5Typ,undefined,undefined,undefined,0.507,0,0.215,-7.499,0.0593,0.348,0.662,0.355,129.935
1XDS1yMmsnyGcPeGtpumdw,4a88Q5HOh8FSXQ1gPcQu2U,Kimbo,/danish hip hop/,0.522,0.000113,0.124,-7.395,0.181,0.485,0.45,0.919,155.801
4Gs9KvdhnKCg0fAm39nVmJ,3BLtF1cfHaJ98drJiRefIG,Ylva,/norwegian indie/norwegian pop/,0.228,0,0.0947,-7.092,0.0375,0.396,0.746,0.694,98.073
2CJ6CRzuRQd46asE1ucuVD,3AA28KZvwAUcZuOKwyblJQ,Gorillaz,/alternative hip hop/art pop/,0.741,0.00362,0.347,-4.815,0.044,0.511,0.574,0.112,138.041
4lharVQjYNhByFR8dSHkMA,3MyFDtqB80WZvbtCZRsekM,Bakermat,/deep euro house/deep house/deep tropical house/minimal tech house/tropical house/,0.862,0,0.0806,-3.157,0.0799,0.767,0.767,0.448,125.997
4Q6Z7fn2xVhPZ1xn0XfEOY,0zZJhc1T0zBurhnBwQ2fcu,Mark B.,/reggaeton flow/trap latino/,0.693,0.000445,0.0714,-6.298,0.0782,0.803,0.815,0.0654,126.01
1IgnGtOPQBito1zpIasn8J,6T5tfhQCknKG4UnH90qGnz,DNCE,/dance pop/pop/post-teen pop/,0.894,0.00213,0.045,-4.82,0.0636,0.506,0.798,0.0204,108.002
1A4JPZKORLRw269wcNjDLy,7ItHWVJAGQ6in0BHt8uLHm,Poetika,/czech pop/,0.86,0.00274,0.107,-3.741,0.0596,0.224,0.645,0.0579,99.978
71JC1Duym6yy7mxC3CQ0uE,4PIW6aNu2AfeKQqkMGWVmS,Laura,//,0.728,0.00000306,0.328,-7.257,0.0284,0.339,0.635,0.0067,110.938
1CrTu1tVWPUSkW9OtHM3LK,7vXVpxnqu4GYer1u9eNvLw,Brendan Murray,//,0.483,0,0.101,-7.18,0.03,0.195,0.517,0.58,82.017
21mnS0J0H0ZZsw32MRZa9a,60d24wfXkVzDSfLS6hyCjZ,Martin Garrix,/big room/edm/pop/progressive house/tropical house/,0.909,0.196,0.077,-5.747,0.035,0.0356,0.583,0.00118,128.042
